Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return
2023-03-20,AAPL,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,73641400,0.015483831590221708,0.020474525763807927
2023-03-21,AAPL,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300,0.011944122971497162,0.03241864873530509
2023-03-22,AAPL,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800,-0.009103446505241086,0.023315202230064003
2023-03-23,AAPL,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100,0.006969466083539766,0.03028466831360377
2023-03-24,AAPL,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500,0.008305589788276002,0.03859025810187977
2023-03-27,AAPL,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300,-0.012293299349161457,0.026296958752718314
2023-03-28,AAPL,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200,-0.003980318976947728,0.022316639775770586
2023-03-29,AAPL,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700,0.019790742129842442,0.04210738190561303
2023-03-30,AAPL,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49501700,0.009889881791605992,0.05199726369721902
2023-03-31,AAPL,162.44000244140625,165.0,161.91000366210938,164.89999389648438,68749800,0.015644205941022005,0.06764146963824103
2023-04-03,AAPL,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,56976200,0.00770166355044366,0.07534313318868469
2023-04-04,AAPL,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,46278300,-0.003249643690696802,0.07209348949798788
2023-04-05,AAPL,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,51511700,-0.011290287513422759,0.060803201984565125
2023-04-06,AAPL,162.42999267578125,164.9600067138672,162.0,164.66000366210938,45390100,0.005495903672834368,0.06629910565739949
2023-04-10,AAPL,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,47716900,-0.01597233586979263,0.05032676978760686
2023-04-11,AAPL,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,47644200,-0.007591160506113748,0.042735609281493114
2023-04-12,AAPL,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,50133100,-0.004353214769634461,0.03838239451185865
2023-04-13,AAPL,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,68445600,0.03410363052421039,0.07248602503606905
2023-04-14,AAPL,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,49386500,-0.0021139819394035975,0.07037204309666545
2023-04-17,AAPL,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,41516200,0.0001209915432451858,0.07049303463991063
2023-04-18,AAPL,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,49923000,0.0075047238711354325,0.07799775851104607
2023-04-19,AAPL,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,47720200,0.006968244450070493,0.08496600296111656
2023-04-20,AAPL,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,52456400,-0.0058462742813449875,0.07911972867977157
2023-04-21,AAPL,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,58337300,-0.00978091619394783,0.06933881248582374
2023-04-24,AAPL,165.0,165.60000610351562,163.88999938964844,165.3300018310547,41949600,0.001878545331279513,0.07121735781710326
2023-04-25,AAPL,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,48714100,-0.0094356592349637,0.061781698582139555
2023-04-26,AAPL,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,45498800,-6.112087295517821e-05,0.06172057770918438
2023-04-27,AAPL,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,64902300,0.02839526936524983,0.09011584707443421
2023-04-28,AAPL,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,55209200,0.007541054486406518,0.09765690156084073
2023-05-01,AAPL,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,52472900,-0.0005303886243240852,0.09712651293651664
2023-05-02,AAPL,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,48425700,-0.006191420923589042,0.0909350920129276
2023-05-03,AAPL,169.5,170.9199981689453,167.16000366210938,167.4499969482422,65136000,-0.006467285993302041,0.08446780601962556
2023-05-04,AAPL,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,81235400,-0.009913429037699317,0.07455437698192624
2023-05-05,AAPL,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,113316400,0.04692692172716728,0.12148129870909352
2023-02-07,GOOG,103.62999725341795,108.66999816894533,103.5479965209961,108.04000091552734,33738800,,
2023-02-08,GOOG,102.69000244140624,103.58000183105467,98.45500183105467,100.0,73546000,-0.07441689047942102,-0.07441689047942102
2023-02-09,GOOG,100.54000091552734,100.61000061035156,93.86000061035156,95.45999908447266,97798600,-0.045400009155273424,-0.11981689963469444
2023-02-10,GOOG,95.73999786376952,97.0199966430664,94.52999877929688,94.86000061035156,49325300,-0.006285339198360496,-0.12610223883305494
2023-02-13,GOOG,95.01000213623048,95.3499984741211,94.0500030517578,95.0,43116600,0.0014758527171372382,-0.1246263861159177
2023-02-14,GOOG,94.66000366210938,95.1750030517578,92.6500015258789,94.9499969482422,42513100,-0.0005263479132400217,-0.12515273402915772
2023-02-15,GOOG,94.73999786376952,97.33999633789062,94.36000061035156,97.0999984741211,36964500,0.022643513375264934,-0.10250922065389279
2023-02-16,GOOG,95.54000091552734,97.87999725341795,94.97000122070312,95.77999877929688,35642100,-0.013594229820467207,-0.11610345047435999
2023-02-17,GOOG,95.06999969482422,95.75,93.4499969482422,94.58999633789062,31095100,-0.012424331348639295,-0.1285277818229993
2023-02-21,GOOG,93.23999786376952,93.41500091552734,92.0,92.0500030517578,28367200,-0.026852662908026348,-0.15538044473102564
2023-02-22,GOOG,91.93399810791016,92.36000061035156,90.87000274658205,91.8000030517578,29891100,-0.0027159151734023057,-0.15809635990442794
2023-02-23,GOOG,92.12999725341795,92.12999725341795,90.01000213623047,91.06999969482422,32423700,-0.007952106020323257,-0.1660484659247512
2023-02-24,GOOG,89.62999725341797,90.12999725341795,88.86000061035156,89.3499984741211,31295600,-0.01888658423703582,-0.18493505016178702
2023-02-27,GOOG,90.08999633789062,90.4499969482422,89.61000061035156,90.0999984741211,22724300,0.008393956494775257,-0.17654109366701176
2023-02-28,GOOG,89.54000091552734,91.4499969482422,89.5199966430664,90.3000030517578,30546900,0.0022198066706311526,-0.1743212869963806
2023-03-01,GOOG,90.16000366210938,91.1999969482422,89.8499984741211,90.51000213623048,26323900,0.0023255711780243438,-0.17199571581835627
2023-03-02,GOOG,89.86000061035156,92.4800033569336,89.7699966430664,92.30999755859376,23328600,0.019887254224721262,-0.152108461593635
2023-03-03,GOOG,92.73999786376952,94.11000061035156,92.66000366210938,94.0199966430664,30242500,0.018524527458547713,-0.1335839341350873
2023-03-06,GOOG,94.36000061035156,96.3000030517578,94.3000030517578,95.58000183105467,28288200,0.0165922701945056,-0.11699166394058169
2023-03-07,GOOG,95.41999816894533,96.08999633789062,93.84400177001952,94.16999816894533,24101500,-0.014752078207757702,-0.1317437421483394
2023-03-08,GOOG,94.40499877929688,96.23999786376952,94.40499877929688,94.6500015258789,25395200,0.005097200448835437,-0.12664654169950396
2023-03-09,GOOG,94.48999786376952,95.91999816894533,92.3550033569336,92.66000366210938,24438900,-0.02102480540610907,-0.14767134710561303
2023-03-10,GOOG,92.5,93.18000030517578,90.8000030517578,91.01000213623048,32850100,-0.017807052241177623,-0.16547839934679065
2023-03-13,GOOG,90.56500244140624,93.08000183105467,89.94000244140625,91.66000366210938,31508600,0.007142088898162147,-0.1583363104486285
2023-03-14,GOOG,93.06999969482422,94.83000183105467,92.77999877929688,94.25,32303900,0.02825655939790539,-0.1300797510507231
2023-03-15,GOOG,93.54000091552734,97.25,93.04000091552734,96.5500030517578,38367300,0.024403215403265843,-0.10567653564745727
2023-03-16,GOOG,96.56999969482422,101.97000122070312,95.87000274658205,101.06999969482422,54499500,0.046815085450006455,-0.058861450197450815
2023-03-17,GOOG,100.83999633789062,103.48999786376952,100.75,102.45999908447266,76140300,0.013752838565800563,-0.04510861163165025
2023-03-20,GOOG,101.05999755859376,102.58000183105467,100.79000091552734,101.93000030517578,26033900,-0.005172738473869343,-0.050281350105519595
2023-03-21,GOOG,101.9800033569336,105.95999908447266,101.86000061035156,105.83999633789062,33122800,0.03835961955271672,-0.011921730552802878
2023-03-22,GOOG,105.13999938964844,107.51000213623048,104.20999908447266,104.22000122070312,32336900,-0.015306076844671446,-0.027227807397474324
2023-03-23,GOOG,105.88999938964844,107.10099792480467,105.41000366210938,106.26000213623048,31385800,0.01957398667850052,-0.007653820718973803
2023-03-24,GOOG,105.73999786376952,106.16000366210938,104.73999786376952,106.05999755859376,25245000,-0.0018822188369647108,-0.009536039555938514
2023-03-27,GOOG,105.31999969482422,105.4000015258789,102.62999725341795,103.05999755859376,25393400,-0.028285876570406487,-0.037821916126345
2023-03-28,GOOG,103.0,103.0,100.27999877929688,101.36000061035156,24913500,-0.016495216267356172,-0.05431713239370117
2023-03-29,GOOG,102.72000122070312,102.81999969482422,101.02999877929688,101.9000015258789,26148300,0.005327554383145916,-0.04898957801055526
2023-03-30,GOOG,101.44000244140624,101.61000061035156,100.29000091552734,101.31999969482422,25009800,-0.00569187264346982,-0.05468145065402508
2023-03-31,GOOG,101.70999908447266,104.19000244140624,101.44000244140624,104.0,28086500,0.026450851887563465,-0.028230598766461612
2023-04-03,GOOG,102.66999816894533,104.9499969482422,102.37999725341795,104.91000366210938,20719900,0.008750035212590213,-0.0194805635538714
2023-04-04,GOOG,104.83999633789062,106.0999984741211,104.5999984741211,105.12000274658205,20377200,0.0020017069597007,-0.0174788565941707
2023-04-05,GOOG,106.12000274658205,106.54000091552734,104.10199737548828,104.9499969482422,21864200,-0.0016172545081613032,-0.019096111102332003
2023-04-06,GOOG,105.7699966430664,109.62999725341795,104.81500244140624,108.9000015258789,34684200,0.03763701469743452,0.01854090359510252
2023-04-10,GOOG,107.38999938964844,107.97000122070312,105.5999984741211,106.9499969482422,19741500,-0.017906377872486168,0.0006345257226163525
2023-04-11,GOOG,106.91999816894533,107.22000122070312,105.27999877929688,106.12000274658205,18721300,-0.00776058181714423,-0.007126056094527877
2023-04-12,GOOG,107.38999938964844,107.58699798583984,104.97000122070312,105.22000122070312,22761600,-0.008480979104647735,-0.015607035199175612
2023-04-13,GOOG,106.47000122070312,108.26499938964844,106.44000244140624,108.19000244140624,21650700,0.02822658416885404,0.012619548969678429
2023-04-14,GOOG,107.69000244140624,109.58000183105467,107.58999633789062,109.45999908447266,20745400,0.011738576711413096,0.024358125681091525
2023-04-17,GOOG,105.43000030517578,106.70999908447266,105.31999969482422,106.41999816894533,29043400,-0.027772710953352875,-0.00341458527226135
2023-04-18,GOOG,107.0,107.0500030517578,104.77999877929688,105.12000274658205,17641400,-0.012215706114742542,-0.015630291387003892
2023-04-19,GOOG,104.21499633789062,105.7249984741211,103.8000030517578,105.0199966430664,16732000,-0.0009513517970193286,-0.01658164318402322
2023-04-20,GOOG,104.6500015258789,106.88800048828124,104.63999938964844,105.9000015258789,22515300,0.008379403075048586,-0.008202240108974634
2023-04-21,GOOG,106.08999633789062,106.63999938964844,105.48500061035156,105.91000366210938,22369800,9.444887711373973e-05,-0.008107791231860895
2023-04-24,GOOG,106.0500030517578,107.31999969482422,105.36000061035156,106.77999877929688,21410900,0.008214475376311814,0.00010668414445091923
2023-04-25,GOOG,106.61000061035156,107.44000244140624,104.55999755859376,104.61000061035156,31408100,-0.02032214079183947,-0.020215456647388552
2023-04-26,GOOG,105.55999755859376,107.0199966430664,103.2699966430664,104.4499969482422,37068200,-0.0015295254868159525,-0.021744982134204505
2023-04-27,GOOG,105.2300033569336,109.1500015258789,104.41999816894533,108.37000274658205,38235200,0.037529975230945256,0.01578499309674075
2023-04-28,GOOG,107.8000030517578,108.29000091552734,106.04000091552734,108.22000122070312,23957900,-0.0013841609493144835,0.014400832147426268
2023-05-01,GOOG,107.72000122070312,108.68000030517578,107.5,107.70999908447266,20926300,-0.004712642122322364,0.009688190025103904
2023-05-02,GOOG,107.66000366210938,107.7300033569336,104.5,105.9800033569336,20343100,-0.016061607485320817,-0.0063734174602169125
2023-05-03,GOOG,106.22000122070312,108.12999725341795,105.62000274658205,106.12000274658205,17116300,0.001320998162049003,-0.0050524192981679095
2023-05-04,GOOG,106.16000366210938,106.3000030517578,104.6999969482422,105.20999908447266,19780600,-0.008575232176374015,-0.013627651474541924
2023-05-05,GOOG,105.31999969482422,106.44000244140624,104.73899841308594,106.21499633789062,20705300,0.00955229790099188,-0.004075353573550045
2023-02-07,MSFT,260.5299987792969,268.7699890136719,260.0799865722656,267.5599975585937,50841400,,
2023-02-08,MSFT,273.20001220703125,276.760009765625,266.2099914550781,266.7300109863281,54686000,-0.0031020577808302807,-0.0031020577808302807
2023-02-09,MSFT,273.79998779296875,273.9800109863281,262.79998779296875,263.6199951171875,42375100,-0.01165978982882443,-0.01476184760965471
2023-02-10,MSFT,261.5299987792969,264.0899963378906,260.6600036621094,263.1000061035156,25818500,-0.0019724945880554845,-0.016734342197710195
2023-02-13,MSFT,267.6400146484375,274.6000061035156,267.1499938964844,271.32000732421875,44630900,0.031242877347060993,0.014508535149350799
2023-02-14,MSFT,272.6700134277344,274.9700012207031,269.2799987792969,272.1700134277344,37047900,0.0031328544912645473,0.017641389640615346
2023-02-15,MSFT,268.32000732421875,270.7300109863281,266.17999267578125,269.32000732421875,28922400,-0.010471418462388193,0.0071699711782271525
2023-02-16,MSFT,264.0199890136719,266.739990234375,261.8999938964844,262.1499938964844,29603600,-0.026622654213367847,-0.019452683035140694
2023-02-17,MSFT,259.3900146484375,260.0899963378906,256.0,258.0599975585937,30000100,-0.015601741114309231,-0.035054424149449925
2023-02-21,MSFT,254.47999572753903,255.4900054931641,251.58999633789065,252.6699981689453,28397400,-0.020886613348217842,-0.05594103749766777
2023-02-22,MSFT,254.08999633789065,254.33999633789065,250.33999633789065,251.50999450683597,22491100,-0.004590982983795788,-0.060532020481463555
2023-02-23,MSFT,255.55999755859372,256.8399963378906,250.47999572753903,254.7700042724609,29219100,0.01296175037503855,-0.047570270106425006
2023-02-24,MSFT,249.9600067138672,251.0,248.1000061035156,249.22000122070312,24990900,-0.021784366128998478,-0.06935463623542348
2023-02-27,MSFT,252.4600067138672,252.82000732421875,249.38999938964844,250.16000366210935,21190000,0.003771777693612144,-0.06558285854181134
2023-02-28,MSFT,249.07000732421875,251.4900054931641,248.72999572753903,249.4199981689453,22491000,-0.0029581287269389023,-0.06854098726875024
2023-03-01,MSFT,250.75999450683597,250.92999267578125,245.7899932861328,246.2700042724609,27565300,-0.012629275597824119,-0.08117026286657436
2023-03-02,MSFT,246.5500030517578,251.3999938964844,245.6100006103516,251.1100006103516,24808200,0.019653210922658593,-0.06151705194391577
2023-03-03,MSFT,252.19000244140625,255.6199951171875,251.38999938964844,255.2899932861328,30760100,0.016646062146554286,-0.04487098979736148
2023-03-06,MSFT,256.42999267578125,260.1199951171875,255.97999572753903,256.8699951171875,24109800,0.00618904725060565,-0.03868194254675583
2023-03-07,MSFT,256.29998779296875,257.69000244140625,253.38999938964844,254.1499938964844,21473200,-0.010589018851587584,-0.049270961398343416
2023-03-08,MSFT,254.0399932861328,254.5399932861328,250.80999755859372,253.6999969482422,17340200,-0.0017705959435336815,-0.0510415573418771
2023-03-09,MSFT,255.82000732421875,259.5599975585937,251.5800018310547,252.32000732421875,26653400,-0.005439454633911489,-0.056481011975788586
2023-03-10,MSFT,251.0800018310547,252.7899932861328,247.6000061035156,248.58999633789065,28333900,-0.014782858584556191,-0.07126387056034478
2023-03-13,MSFT,247.3999938964844,257.9100036621094,245.72999572753903,253.9199981689453,33339700,0.021440934508925258,-0.04982293605141952
2023-03-14,MSFT,256.75,261.07000732421875,255.8600006103516,260.7900085449219,33620300,0.0270558066537383,-0.02276712939768122
2023-03-15,MSFT,259.9800109863281,266.4800109863281,259.2099914550781,265.44000244140625,46028000,0.01783041429550547,-0.004936715102175748
2023-03-16,MSFT,265.2099914550781,276.5599975585937,263.2799987792969,276.20001220703125,54768800,0.040536504169149,0.03559978906697325
2023-03-17,MSFT,278.260009765625,283.3299865722656,276.32000732421875,279.42999267578125,69527400,0.011694353099191312,0.047294142166164566
2023-03-20,MSFT,276.9800109863281,277.4800109863281,269.8500061035156,272.2300109863281,43466600,-0.025766674581018112,0.021527467585146454
2023-03-21,MSFT,274.8800048828125,275.0,269.5199890136719,273.7799987792969,34558700,0.005693669802799839,0.027221137387946293
2023-03-22,MSFT,273.3999938964844,281.0400085449219,272.17999267578125,272.2900085449219,34873300,-0.005442290309805031,0.02177884707814126
2023-03-23,MSFT,277.94000244140625,281.0599975585937,275.20001220703125,277.6600036621094,36610900,0.019721601779969733,0.041500448858110994
2023-03-24,MSFT,277.239990234375,280.6300048828125,275.2799987792969,280.57000732421875,28172000,0.010480456759089485,0.05198090561720048
2023-03-27,MSFT,280.5,281.4599914550781,275.5199890136719,276.3800048828125,26840200,-0.014933892903828516,0.03704701271337196
2023-03-28,MSFT,275.7900085449219,276.1400146484375,272.04998779296875,275.2300109863281,21878600,-0.0041609156819140125,0.03288609703145795
2023-03-29,MSFT,278.9599914550781,281.1400146484375,278.4100036621094,280.510009765625,25087000,0.019183950036463004,0.052070047067920955
2023-03-30,MSFT,284.2300109863281,284.4599914550781,281.4800109863281,284.04998779296875,25053400,0.012619792178901301,0.06468983924682226
2023-03-31,MSFT,283.7300109863281,289.2699890136719,283.0,288.29998779296875,32766000,0.014962155193252835,0.07965199444007509
2023-04-03,MSFT,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,24883300,-0.0037113314323447,0.07594066300773039
2023-04-04,MSFT,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,25824300,-0.00017414026610629296,0.0757665227416241
2023-04-05,MSFT,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,22064800,-0.009889255555128096,0.065877267186496
2023-04-06,MSFT,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,29770300,0.025532847503443312,0.09141011468993931
2023-04-10,MSFT,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,23103000,-0.0075788457092610395,0.08383126898067828
2023-04-11,MSFT,285.75,285.9800109863281,281.6400146484375,282.8299865722656,27276600,-0.02266846727293359,0.061162801707744685
2023-04-12,MSFT,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,27403400,0.0023335703194284907,0.06349637202717318
2023-04-13,MSFT,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,24222700,0.022399401468340185,0.08589577349551336
2023-04-14,MSFT,287.0,288.4800109863281,283.69000244140625,286.1400146484375,20987900,-0.012765600801139088,0.07313017269437427
2023-04-17,MSFT,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,23836200,0.009296054408186816,0.08242622710256109
2023-04-18,MSFT,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,20161800,-0.001488894369654492,0.0809373327329066
2023-04-19,MSFT,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,17150300,0.00027748063667720757,0.0812148133695838
2023-04-20,MSFT,285.25,289.0299987792969,285.0799865722656,286.1099853515625,23244400,-0.008112417252349569,0.07310239611723424
2023-04-21,MSFT,285.010009765625,286.2699890136719,283.0599975585937,285.760009765625,21676400,-0.0012232204531675839,0.07187917566406665
2023-04-24,MSFT,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,26611000,-0.013962838100494368,0.057916337563572284
2023-04-25,MSFT,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,45772200,-0.02253602524585896,0.035380312317713325
2023-04-26,MSFT,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,64599200,0.0724347567962329,0.10781506911394623
2023-04-27,MSFT,295.9700012207031,305.20001220703125,295.25,304.8299865722656,46462600,0.03202759796683097,0.1398426670807772
2023-04-28,MSFT,304.010009765625,308.92999267578125,303.3099975585937,307.260009765625,36446700,0.007971732770402085,0.14781439985117928
2023-05-01,MSFT,306.9700012207031,308.6000061035156,305.1499938964844,305.5599975585937,21294100,-0.00553281309965481,0.14228158675152447
2023-05-02,MSFT,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,26404400,-0.0004908819795874653,0.141790704771937
2023-05-03,MSFT,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,22360800,-0.003307061830045477,0.13848364294189153
2023-05-04,MSFT,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,22519900,0.003318034776204515,0.14180167771809604
2023-05-05,MSFT,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,28181200,0.017157231824574737,0.15895890954267078
2023-02-07,NFLX,358.510009765625,364.1799926757813,354.17999267578125,362.9500122070313,6289400,,
2023-02-08,NFLX,360.0199890136719,368.1900024414063,358.3099975585937,366.8299865722656,6253200,0.010690106721972237,0.010690106721972237
2023-02-09,NFLX,372.4100036621094,373.8299865722656,361.739990234375,362.5,6901100,-0.01180379666538689,-0.001113689943414653
2023-02-10,NFLX,359.1600036621094,362.1400146484375,347.1400146484375,347.3599853515625,7291100,-0.041765557650862095,-0.04287924759427675
2023-02-13,NFLX,349.5,359.70001220703125,344.25,358.57000732421875,7134400,0.03227205908968078,-0.010607188504595966
2023-02-14,NFLX,357.54998779296875,363.75,353.3999938964844,359.9599914550781,4624800,0.003876465132240048,-0.006730723372355918
2023-02-15,NFLX,356.6300048828125,362.8800048828125,354.239990234375,361.4200134277344,3966000,0.004056067361137394,-0.0026746560112185236
2023-02-16,NFLX,355.0,361.5,350.3099975585937,350.7099914550781,5215700,-0.02963317352318595,-0.032307829534404475
2023-02-17,NFLX,347.9100036621094,349.0,342.44000244140625,347.9599914550781,5294700,-0.007841236540169216,-0.04014906607457369
2023-02-21,NFLX,342.8500061035156,344.1300048828125,336.4200134277344,337.5,5710300,-0.0300609027242964,-0.07020996879887009
2023-02-22,NFLX,337.5,341.9100036621094,332.82000732421875,334.8800048828125,4546200,-0.007762948495370403,-0.0779729172942405
2023-02-23,NFLX,331.2300109863281,331.2799987792969,314.29998779296875,323.6499938964844,13238700,-0.033534432700029204,-0.1115073499942697
2023-02-24,NFLX,319.29998779296875,321.5,314.5199890136719,317.1499938964844,6830700,-0.020083423829999947,-0.13159077382426965
2023-02-27,NFLX,323.8699951171875,330.0,322.1199951171875,323.0299987792969,6142600,0.018540138722915156,-0.11305063510135449
2023-02-28,NFLX,323.70001220703125,327.6199951171875,321.1700134277344,322.1300048828125,3676100,-0.002786100052271867,-0.11583673515362636
2023-03-01,NFLX,321.54998779296875,326.6000061035156,312.3599853515625,313.4800109863281,4911300,-0.02685249360621078,-0.14268922875983714
2023-03-02,NFLX,310.9599914550781,315.57000732421875,310.3800048828125,311.8800048828125,4911000,-0.00510401316652187,-0.147793241926359
2023-03-03,NFLX,315.45001220703125,317.489990234375,310.82000732421875,315.17999267578125,5953300,0.01058095338368581,-0.1372122885426732
2023-03-06,NFLX,317.0,323.29998779296875,311.8399963378906,312.0299987792969,5660700,-0.009994269844801673,-0.14720655838747487
2023-03-07,NFLX,312.67999267578125,314.29998779296875,306.6199951171875,308.4700012207031,4553100,-0.01140915159606748,-0.15861570998354235
2023-03-08,NFLX,309.2900085449219,311.8299865722656,305.75,311.7900085449219,3479500,0.01076282073161261,-0.14785288925192974
2023-03-09,NFLX,312.0799865722656,312.510009765625,294.8800048828125,297.7799987792969,7443400,-0.04493412034275135,-0.1927870095946811
2023-03-10,NFLX,297.8999938964844,298.7900085449219,289.0,292.760009765625,5759300,-0.01685804632362997,-0.20964505591831106
2023-03-13,NFLX,287.3399963378906,299.239990234375,285.3299865722656,293.510009765625,6292400,0.002561825300526621,-0.20708323061778444
2023-03-14,NFLX,295.9700012207031,297.45001220703125,290.3099975585937,294.94000244140625,5956700,0.004872040571710423,-0.20221119004607402
